#item+conceptum+numerordinatio,#item+conceptum+codicem,#status+conceptum+definitionem,#status+conceptum+codicem,#item+rem+i_mul+is_zyyy,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_eng+is_latn+ix_signum,#item+rem+i_eng+is_latn+ix_completum,#item+rem+i_eng+is_latn+ix_definitionem,#item+rem+i_qcc+is_zxxx+ix_codexfacto,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_ara+is_arab,#item+rem+i_hye+is_armn,#item+rem+i_ben+is_beng,#item+rem+i_rus+is_cyrl,#item+rem+i_hin+is_deva,#item+rem+i_xmf+is_geor,#item+rem+i_grc+is_grek,#item+rem+i_kan+is_knda,#item+rem+i_kor+is_hang,#item+rem+i_lzh+is_hant,#item+rem+i_heb+is_hebr,#item+rem+i_lat+is_latn,#item+rem+i_mni+is_mtei,#item+rem+i_mnw+is_mymr,#item+rem+i_nqo+is_nkoo,#item+rem+i_sat+is_olck,#item+rem+i_tam+is_taml,#item+rem+i_tel+is_telu,#item+rem+i_tha+is_thai,#item+rem+i_san+is_zyyy,#item+rem+i_zho+is_zyyy,#item+rem+i_por+is_latn,#item+rem+i_eng+is_latn,#item+rem+i_fra+is_latn,#item+rem+i_nld+is_latn,#item+rem+i_deu+is_latn,#item+rem+i_spa+is_latn,#item+rem+i_ita+is_latn,#item+rem+i_gle+is_latn,#item+rem+i_swe+is_latn,#item+rem+i_ceb+is_latn,#item+rem+i_sqi+is_latn,#item+rem+i_pol+is_latn,#item+rem+i_fin+is_latn,#item+rem+i_ron+is_latn,#item+rem+i_vie+is_latn,#item+rem+i_cat+is_latn,#item+rem+i_ukr+is_cyrl,#item+rem+i_bul+is_cyrl,#item+rem+i_slv+is_latn,#item+rem+i_war+is_latn,#item+rem+i_nob+is_latn,#item+rem+i_ces+is_latn,#item+rem+i_dan+is_latn,#item+rem+i_jpn+is_jpan,#item+rem+i_nno+is_latn,#item+rem+i_mal+is_mlym,#item+rem+i_ind+is_latn,#item+rem+i_fas+is_zyyy,#item+rem+i_hun+is_latn,#item+rem+i_eus+is_latn,#item+rem+i_cym+is_latn,#item+rem+i_glg+is_latn,#item+rem+i_slk+is_latn,#item+rem+i_epo+is_latn,#item+rem+i_msa+is_zyyy,#item+rem+i_est+is_latn,#item+rem+i_hrv+is_latn,#item+rem+i_tur+is_latn,#item+rem+i_nds+is_latn,#item+rem+i_oci+is_latn,#item+rem+i_zho+is_hans,#item+rem+i_bre+is_latn,#item+rem+i_arz+is_latn,#item+rem+i_afr+is_latn,#item+rem+i_ltz+is_latn,#item+rem+i_sco+is_latn,#item+rem+i_bar+is_latn,#item+rem+i_arg+is_latn,#item+rem+i_zho+is_hant,#item+rem+i_pap+is_latn,#item+rem+i_cos+is_latn,#item+rem+i_gsw+is_latn,#item+rem+i_isl+is_latn,#item+rem+i_min+is_latn,#item+rem+i_roh+is_latn,#item+rem+i_vec+is_latn,#item+rem+i_pms+is_latn,#item+rem+i_scn+is_latn,#item+rem+i_srd+is_latn,#item+rem+i_gla+is_latn,#item+rem+i_lim+is_latn,#item+rem+i_wln+is_latn,#item+rem+i_srp+is_latn,#item+rem+i_vls+is_latn,#item+rem+i_nap+is_latn,#item+rem+i_lij+is_latn,#item+rem+i_fur+is_latn,#item+rem+i_pcd+is_latn,#item+rem+i_wol+is_latn,#item+rem+i_kon+is_latn,#item+rem+i_frp+is_latn,#item+rem+i_wuu+is_zyyy,#item+rem+i_srp+is_cyrl,#item+rem+i_urd+is_arab,#item+rem+i_gan+is_zyyy,#item+rem+i_lit+is_latn,#item+rem+i_gan+is_hans,#item+rem+i_hbs+is_latn,#item+rem+i_lav+is_latn,#item+rem+i_bos+is_latn,#item+rem+i_srn+is_latn,#item+rem+i_azb+is_arab,#item+rem+i_jav+is_latn,#item+rem+i_ell+is_grek,#item+rem+i_sun+is_latn,#item+rem+i_fry+is_latn,#item+rem+i_ace+is_latn,#item+rem+i_jam+is_latn,#item+rem+i_che+is_cyrl,#item+rem+i_bel+is_cyrl,#item+rem+i_kab+is_latn,#item+rem+i_fao+is_latn,#item+rem+i_vmf+is_latn,#item+rem+i_bam+is_zyyy,#item+rem+i_frc+is_latn,#item+rem+i_prg+is_latn,#item+rem+i_lmo+is_latn,#item+rem+i_mar+is_deva,#item+rem+i_ady+is_cyrl,#item+rem+i_ary+is_arab,#item+rem+i_awa+is_deva,#item+rem+i_ban+is_latn,#item+rem+i_ast+is_latn,#item+rem+i_bcl+is_latn,#item+rem+i_bho+is_deva,#item+rem+i_bpy+is_beng,#item+rem+i_bxr+is_cyrl,#item+rem+i_cdo+is_zyyy,#item+rem+i_ckb+is_arab,#item+rem+i_diq+is_latn,#item+rem+i_dsb+is_latn,#item+rem+i_dty+is_deva,#item+rem+i_ext+is_latn,#item+rem+i_gcr+is_latn,#item+rem+i_gom+is_zyyy,#item+rem+i_frr+is_latn,#item+rem+i_hak+is_zyyy,#item+rem+i_hif+is_zyyy,#item+rem+i_hsb+is_latn,#item+rem+i_hyw+is_armn,#item+rem+i_ilo+is_latn,#item+rem+i_inh+is_cyrl,#item+rem+i_kaa+is_latn,#item+rem+i_kbd+is_cyrl,#item+rem+i_kbp+is_latn,#item+rem+i_mai+is_deva,#item+rem+i_mhr+is_cyrl,#item+rem+i_mwl+is_latn,#item+rem+i_mzn+is_arab,#item+rem+i_nah+is_latn,#item+rem+i_nan+is_latn,#item+rem+i_new+is_deva,#item+rem+i_pam+is_latn,#item+rem+i_pfl+is_latn,#item+rem+i_pnb+is_arab,#item+rem+i_rue+is_cyrl,#item+rem+i_rup+is_latn,#item+rem+i_sah+is_cyrl,#item+rem+i_sgs+is_latn,#item+rem+i_shi+is_zyyy,#item+rem+i_shn+is_mymr,#item+rem+i_smn+is_latn,#item+rem+i_stq+is_latn,#item+rem+i_szl+is_latn,#item+rem+i_tcy+is_zyyy,#item+rem+i_udm+is_cyrl,#item+rem+i_vep+is_latn,#item+rem+i_vro+is_latn,#item+rem+i_yue+is_zyyy,#item+rem+i_crh+is_latn,#item+rem+i_crh+is_cyrl,#item+rem+i_lad+is_zyyy,#item+rem+i_lez+is_cyrl,#item+rem+i_swa+is_latn,#item+rem+i_zha+is_zyyy,#item+rem+i_yor+is_latn,#item+rem+i_yid+is_hebr,#item+rem+i_xho+is_latn,#item+rem+i_uzb+is_latn,#item+rem+i_uig+is_zyyy,#item+rem+i_uig+is_arab,#item+rem+i_uig+is_latn,#item+rem+i_tat+is_zyyy,#item+rem+i_tat+is_cyrl,#item+rem+i_tat+is_latn,#item+rem+i_tso+is_latn,#item+rem+i_tgl+is_latn,#item+rem+i_tuk+is_latn,#item+rem+i_vol+is_latn,#item+rem+i_ina+is_latn,#item+rem+i_ile+is_latn,#item+rem+i_jbo+is_latn,#item+rem+i_nov+is_latn,#item+rem+i_zul+is_latn,#item+rem+i_mul+is_zxxx,#item+rem+i_und+is_zxxx,#item+rem+i_zxx+is_zxxx
1603:45:1:0:1603:1:7:2616:854:4,0_1603_1_7_2616_854_4,,,,,,,,https://www.wikidata.org/wiki/Wikidata:WikiProject_IFRC||Wikidata:WikiProject IFRC. More volunteers are welcome!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:0:1603:1:7:2616:854:5,0_1603_1_7_2616_854_5,,,,,,,,https://www.wikidata.org/wiki/Wikidata:WikiProject_Humanitarian_Wikidata||Wikidata:WikiProject Humanitarian Wikidata. More volunteers are welcome!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:0:1603:1:7:2616:854:6,0_1603_1_7_2616_854_6,,,,,,,,"https://www.wikidata.org/w/index.php?search=M%C3%A9decins+Sans+Fronti%C3%A8res||/To do: get more MSFs from Wikidata (several are not on Wikipedia, BUT are on Wikidata)/@eng-Latn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:0:1603:1:7:2616:854:7,0_1603_1_7_2616_854_7,,,,,,,,https://reliefweb.int/organizations||/To do: review this list for more organizations/@eng-Latn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:0:1603:1:7:2616:859,0_1603_1_7_2616_859,,,,,,,,pro bonō publicō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:0:1603:1:7:2616:7535,0_1603_1_7_2616_7535,,,,,,,,"The decision making behind the concept dictionaries was lingual terminology translations and interlingual codes for organizations which often are mentioned in humanitarian areas.\n\n**UN System**\n\nThe dictionary contains an incomplete list of concepts of the UN System. \n\n**National Red Cross and Red Crescent Societies**\n\nThe dictionaries contain National Red Cross and Red Crescent concepts. It uses UN m49 as key, which can actually contain concepts that do not have valid national organizations because they are not strictly a country. The concepts which do are a country and have translations may also not be at a given moment be acknowledged by the International Red Cross and Red Crescent.\n\n**Subnational Red Cross and Red Crescent Societies**\n\nThe dictionaries here do not list subnational organizations. However, we do have standardized suggestions on how to decide a code for then: use the UN P-Code without the ISO 3166-1 letter prefix, but organize the subnational under the UN m49. Example:\n\n. National Red Cross of Brazil\n.. Code: 63_76\n... Numerodinatio: 1603:45:1:63:76\n. Subnational; Minas Gerais, Brazil\n.. UN P Code: BR33\n... Code: 63_76_33\n... Numerodinatio: 1603:45:1:63:76:33\n\nSome organizations which are not valid national Red Cross and Red Crescent (because they are not strictly independent counties) can encode them with this strategy.\n\n**Other humanitarian organizations are missing**\nWe're still adding organizations which are neither UN or Red Cross. However, we're likely to keep this focused on humanitarian aid and have development aid. Human rights and humanitarian relief organizations will not be added here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:0:1603:1:7:2617:9289584,0_1603_1_7_2617_9289584,,,,,,,,"**Do not use [1603:45:1] to automate import on Wikidata**. Volunteers can use this as reference for what is missing, but all work is already done via the Wikidata site, reviewing item by item.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:1,1,,,/Base namespace: UN itself (dedicated namespace)/@eng-Latn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:1:1,1_1,,,,Q38130,,League of Nations,,,Q38130,عصبة الأمم,Ազգերի լիգա,সম্মিলিত জাতিপুঞ্জ,Лига Наций,राष्ट्र संघ,,,,국제 연맹,國際聯盟,חבר הלאומים,Societas Civitatum,,,,,உலக நாடுகள் சங்கம்,నానాజాతి సమితి,สันนิบาตชาติ,,國際聯盟,Sociedade das Nações,League of Nations,Société des Nations,Volkenbond,Völkerbund,Sociedad de las Naciones,Società delle Nazioni,Conradh na Náisiún,Nationernas förbund,,Lidhja e Kombeve,Liga Narodów,Kansainliitto,Societatea Națiunilor,Hội Quốc Liên,Societat de Nacions,Ліга Націй,Общество на народите,Društvo narodov,,Folkeforbundet,Společnost národů,Folkeforbundet,国際連盟,Folkeforbundet,സർവ്വരാജ്യസഖ്യം,Liga Bangsa-Bangsa,جامعه ملل,Nemzetek Szövetsége,Nazioen Liga,Cynghrair y Cenhedloedd,Liga das Nacións,Spoločnosť národov,Ligo de Nacioj,Liga Bangsa,Rahvasteliit,Liga naroda,Milletler Cemiyeti,,Societat dei Nacions,,Kevredigezh ar Broadoù,عصبة الامم,Volkebond,Vëlkerbond,,,,國際聯盟,,,Völkerbund,Þjóðabandalagið,,Societad da las naziuns,Socetà de łe Nasion,,Sucità dî Nazzioni,Sotziedade de Natziones,,Volkerbóndj,,,,,,,,,,,国际联盟,Друштво народа,جمعیت الاقوام,,Tautų Sąjunga,,Liga naroda,Tautu Savienība,Društvo naroda,,میللتلر لیقاسی,Polkenbon,Κοινωνία των Εθνών,,Folkebûn,,,,Ліга Нацый,,,,,,,,लीग ऑफ नेशन्स,,,,Liga Wangsa-Wangsa,Sociedá de Naciones,,,,,,کۆمەڵەی نەتەوەکان,Cemiyetê Mılletan,,,,,,,,,,,,,,,,,,,,,Kok-chè Liân-bêng,,,,لیگ آف نیشنز,Лига Народох,,Нациялар Лигалара,,,,,,,,,,,國際聯盟,,,,,Shirikisho la Mataifa,,,פעלקער-ליגע,,Millatlar ligasi,,,,Милләтләр Лигасы,,,,,,,,,,,,,,
1603:45:1:1:2,1_2,,,,Q680212,UNOG,United Nations Office at Geneva,,,Q680212,مكتب الأمم المتحدة في جنيف,,,Отделение ООН в Женеве,,,,,유엔 제네바 사무국,,ז'נבה,,,,,,ஐக்கிய நாடுகள் ஜெனீவா அலுவலகம்,,,,联合国日内瓦办事处,Escritório das Nações Unidas em Genebra,United Nations Office at Geneva,Office des Nations Unies à Genève,Kantoor van de Verenigde Naties in Genève,Büro der Vereinten Nationen in Genf,Oficina de la Organización de las Naciones Unidas en Ginebra,Ufficio delle Nazioni Unite a Ginevra,,Förenta nationernas kontor i Genève,,,,,Biroul Națiunilor Unite de la Geneva,Trụ sở Liên Hợp Quốc tại Genève,United Nations Office at Geneva,,,,,,,FN's kontor i Genéve,国際連合ジュネーブ事務局,,,Kantor Perserikatan Bangsa-Bangsa di Jenewa,دفتر سازمان ملل متحد در ژنو,,,,,,,,,Ured Ujedinjenih naroda u Ženevi,Birleşmiş Milletler Cenevre Ofisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Канцеларија Уједињених нација у Женеви,اقوام متحدہ جنیوا دفتر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Берләшкән Милләтләрнең Женева офисы,,,,,,,,,,,,,,
1603:45:1:1:3,1_3,,,,Q1065,UN,United Nations,,,Q1065,الأمم المتحدة,Միավորված ազգերի կազմակերպություն,জাতিসংঘ,Организация Объединённых Наций,संयुक्त राष्ट्र,გოართოიანაფილი ერეფიშ ორგანიზაცია,,ಸಂಯುಕ್ತ ರಾಷ್ಟ್ರ ಸಂಸ್ಥೆ,유엔,聯合國,האומות המאוחדות,Consociatio Nationum,ꯃꯅꯤꯡꯇꯝꯂꯕ ꯂꯩꯄꯥꯛ,ကုလသမဂ္ဂ,ߡߊ߲߬ߕߏ߲߫ ߘߍ߬ߣߍ߲,ᱡᱟᱹᱛᱤ ᱜᱟᱫᱮᱞ,ஐக்கிய நாடுகள்,ఐక్యరాజ్య సమితి,สหประชาชาติ,संयुक्तराष्ट्रसंघः,聯合國,Organização das Nações Unidas,United Nations,Organisation des Nations unies,Verenigde Naties,Vereinte Nationen,Organización de las Naciones Unidas,Organizzazione delle Nazioni Unite,Náisiúin Aontaithe,Förenta nationerna,Hiniusang mga Nasod,Organizata e Kombeve të Bashkuara,Organizacja Narodów Zjednoczonych,Yhdistyneet kansakunnat,Organizația Națiunilor Unite,Liên Hợp Quốc,Organització de les Nacions Unides,Організація Об’єднаних Націй,Организация на обединените нации,Organizacija združenih narodov,Nagkaurusa nga mga Nasod,De forente nasjoner,Organizace spojených národů,Forenede Nationer,国際連合,Dei sameinte nasjonane,ഐക്യരാഷ്ട്രസഭ,Perserikatan Bangsa-Bangsa,سازمان ملل متحد,Egyesült Nemzetek Szervezete,Nazio Batuen Erakundea,Y Cenhedloedd Unedig,ONU,Organizácia Spojených národov,Unuiĝintaj Nacioj,Pertubuhan Bangsa-Bangsa Bersatu,Ühinenud Rahvaste Organisatsioon,Ujedinjeni narodi,Birleşmiş Milletler,Vereente Natschonen,Organizacion de las Nacions Unidas,,Aozadur ar Broadoù Unanet,الأمم المتحده,Verenigde Nasies,Vereent Natiounen,Unitit Naitions,UNO,Organización d'as Nacions Unitas,聯合國,Nashonan Uni,,Vereinti Natione,Sameinuðu þjóðirnar,Pasarikatan Banso-Banso,Organisaziun da las Naziuns unidas,Organizasion de łe Nasion Unie,Organisassion dle Nassion Unìe,Nazzioni Uniti,ONU,Na Dùthchannan Aonaichte,Verenigde Naties,Organizåcion des Nåcions uneyes,Organizacija ujedinjenih nacija,,ONU,Organizaçion d'e Naçioin Unïe,Organizazion des Nazions Unidis,,Kureelu Mbootayu Xeet yi,,Organisacion des Nacions unies,联合国,Организација уједињених нација,اقوام متحدہ,聯合國,Jungtinių Tautų Organizacija,,Ujedinjeni narodi,Apvienoto Nāciju Organizācija,Ujedinjene nacije,,بیرلشمیش میلّتلر تشکیلاتی,Perserikatan Bangsa-Bangsa,Οργανισμός Ηνωμένων Εθνών,Perserikatan Bangsa-Bangsa,Feriene Naasjes,,Yunaitid Nieshan,Вовшахкхетта Къаьмнийн Организаци,Арганізацыя Аб’яднаных Нацый,Tuddsa n Yeɣlanen Yeddukklen,ST,,,,,Urganizaziun di Naziun Ünii,संयुक्त राष्ट्रे,Дунэе Лъэпкъ Организацие,لأمم لمتحدة,संयुक्त राष्ट्र,Perserikatan Bangsa-Bangsa,Organización de les Naciones Xuníes,Nagkakasararong Nacion,यूनाइटेड नेशंस,জাতিসংঘ,Нэгэдэмэл Үндэhэнэй Байгуулга,Lièng-hăk-guók,نەتەوە یەکگرتووەکان,Mıletê Yewbiyayey,Zjadnośone narody,संयुक्त राष्ट्र संघ,Nacionis Unias,Organizasyon di sé Nasyonzini,संयुक्त राश्ट्रसंघटना,Feriand Natjuunen,Lièn-ha̍p-koet,United Nations,Zjednoćene narody,Միացեալ Ազգերու Կազմակերպութիւն,Dagiti Nagkaykaysa a Pagilian,Цхьанкхийттача Къамий Организаци,Birlesken Milletler Sho'lkemı,Лъэпкъ Зэгуэтхэр,ONU ŋgbɛyɛ,संयुक्त राष्ट्र सङ्घ,Иктыш ушнышо Наций-влак Организаций,Naciones Ounidas,متحد ملل سازمان,Tlacetilīlli Tlācatiyān,Liân-ha̍p-kok,संयुक्त राष्ट्र संघ,Misasanmetung a Bangsa,Verainde Nadsione,یونائیٹڈ نیشنز,Орґанізація Зъєдноченых Націй,Natsiile Unite,Холбоһуктаах Нациялар Тэрилтэлэрэ,Jongtėniu Tautū Uorganėzacėjė,Tamuni n Timtta,ၸၢတ်ႈၸိုင်ႈလုမ်ႈၾႃႉ,Ovtâstum aalmugeh,Fereende Natione,Ôrganizacyjŏ Zjydnoczōnych Nacyjōw,ವಿಶ್ವ ಸ೦ಸ್ಟೆ,Огазеяськем Нациослэн Организацизы,Ühtenzoittud Rahvahiden Organizacii,Ütistünüq Rahvaq,聯合國,Birleşken Milletler Teşkilâtı,,Nasyones Unidas,Садхьанвай миллетрин тешкилат,Umoja wa Mataifa,Lenzhozgoz,Àgbájọ Orílẹ̀-èdè Aṣòkan,פאראייניגטע פעלקער,Izizwe ezimanyeneyo,Birlashgan Millatlar Tashkiloti,بىرلەشكەن دۆلەتلەر تەشكىلاتى,,,Берләшкән Милләтләр Оешмасы,,,Matiko la ma hlanganeke,Mga Nagkakaisang Bansa,Birleşen Milletler Guramasy,Nogan Netas Pebalöl,Organisation del Nationes Unite,Organisation del Unit Nationes,gunma natmi,Unionati Nationes,Amazwe Ohlangeneyo,,,
1603:45:1:1:4,1_4,,,,Q11297,,Headquarters of the United Nations,,,Q11297,مقر الأمم المتحدة,ՄԱԿ-ի գլխավոր գրասենյակ,জাতিসংঘ সদর দপ্তর,штаб-квартира ООН,संयुक्त राष्ट्र मुख्यालय,,,,유엔 본부,,בניין האומות המאוחדות,,,,,,ஐக்கிய நாடுகள் தலைமையகம்,,สำนักงานใหญ่สหประชาชาติ,,联合国总部大楼,Sede da Organização das Nações Unidas,Headquarters of the United Nations,Siège des Nations unies,Hoofdkwartier van de Verenigde Naties,UNO-Hauptquartier,Sede de la Organización de las Naciones Unidas,Ufficio delle Nazioni Unite a New York,,Förenta nationernas högkvarter,,Selia e Kombeve të Bashkuara,Kwatera główna ONZ,Yhdistyneiden kansakuntien päämaja,Sediul Central al Națiunilor Unite,Trụ sở Liên Hợp Quốc,seu de les Nacions Unides,Штаб-квартира ООН,,,,FN-bygningen,Budova Organizace spojených národů,FN's hovedkvarter,国際連合本部ビル,SN-bygningen,,Markas Besar Perserikatan Bangsa-Bangsa,مقر سازمان ملل متحد,ENSZ-székház,Nazio Batuen Egoitza,Pencadlys y Cenhedloedd Unedig,,,Sidejo de UN,Ibu pejabat Pertubuhan Bangsa-Bangsa Bersatu,ÜRO peakorter,Sjedište Ujedinjenih naroda,Birleşmiş Milletler Genel Merkezi,,Sèti de l'ONU,,,,,,Heidquarters o the Unitit Naitions,,,,,,,Höfuðstöðvar Sameinuðu þjóðanna,,,,Palass ëd Véder dle Nassion Unìe,,,,,,,,,,,,,,,,Седиште Уједињених нација,,,,,Sjedište Ujedinjenih naroda,,Sjedište Ujedinjenih naroda,,,,,,,,,,Штаб-кватэра ААН,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Берләшкән Милләтләр баш-фатиры,,,,,,,,,,,,,,
1603:45:1:1:5,1_5,,,,Q680212,UNOV,United Nations Office at Vienna,,,Q680212,مكتب الأمم المتحدة في جنيف,,,Отделение ООН в Женеве,,,,,유엔 제네바 사무국,,ז'נבה,,,,,,ஐக்கிய நாடுகள் ஜெனீவா அலுவலகம்,,,,联合国日内瓦办事处,Escritório das Nações Unidas em Genebra,United Nations Office at Geneva,Office des Nations Unies à Genève,Kantoor van de Verenigde Naties in Genève,Büro der Vereinten Nationen in Genf,Oficina de la Organización de las Naciones Unidas en Ginebra,Ufficio delle Nazioni Unite a Ginevra,,Förenta nationernas kontor i Genève,,,,,Biroul Națiunilor Unite de la Geneva,Trụ sở Liên Hợp Quốc tại Genève,United Nations Office at Geneva,,,,,,,FN's kontor i Genéve,国際連合ジュネーブ事務局,,,Kantor Perserikatan Bangsa-Bangsa di Jenewa,دفتر سازمان ملل متحد در ژنو,,,,,,,,,Ured Ujedinjenih naroda u Ženevi,Birleşmiş Milletler Cenevre Ofisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Канцеларија Уједињених нација у Женеви,اقوام متحدہ جنیوا دفتر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Берләшкән Милләтләрнең Женева офисы,,,,,,,,,,,,,,
1603:45:1:1:6,1_6,,,,Q1021627,UNON,United Nations Office at Nairobi,,,Q1021627,مكتب الأمم المتحدة في نيروبي,,,,"संयुक्त राष्ट्र कार्यालय, नैरोबी",,,,유엔 나이로비 사무국,,,,,,,,ஐக்கிய நாடுகள் நைரோபி அலுவலகம்,,,,联合国内罗毕办事处,Escritório das Nações Unidas em Nairóbi,United Nations Office at Nairobi,Office des Nations unies à Nairobi,,Büro der Vereinten Nationen in Nairobi,Oficina de las Naciones Unidas en Nairobi,Ufficio delle Nazioni Unite a Nairobi,,Förenta nationernas kontor i Nairobi,,,,,Biroul Națiunilor Unite de la Nairobi,Trụ sở Liên Hiệp Quốc tại Nairobi,,,,,,,,,国際連合ナイロビ事務局,,,Kantor Perserikatan Bangsa-Bangsa di Nairobi,,,,,,,Ofico de la Unuiĝintaj Nacioj en Najrobio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Канцеларија ОУН у Најробију,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:2,2,,,/Base namespace: UN Specialized Agencies/@eng-Latn,Q15925165,,,The UN specialized agencies are autonomous international organizations working with the United Nations. All were brought into relationship with the UN through negotiated agreements. Some existed before the First World War. Some were associated with the League of Nations. Others were created almost simultaneously with the UN. Others were created by the UN to meet emerging needs.,,Q15925165,وكالة متخصصة تابعة للأمم المتحدة,ՄԱԿ-ի մասնագիտացված գործակալություն,,специализированное агентство ООН,,,,,유엔의 기구,,,,,,,,,,,,聯合國專門機構,,specialized agency of the United Nations,institution spécialisée des Nations unies,Gespecialiseerde organisatie van de Verenigde Naties,UN-Sonderorganisation,agencia de la ONU,agenzia ONU,,,,,specjalistyczna agencja ONZ,,,cơ quan chuyên môn của Liên Hợp Quốc,agència de l'ONU,спеціалізоване агентство ООН,,,,FN-byrå,specializovaná agentura OSN,,国際連合の専門機関,særorganisasjon i Dei sameinte nasjonane,,,,,Nazio Batuen agentzia espezializatua,,,špecializovaná agentúra OSN,faka institucio de Unuiĝintaj Nacioj,,ÜRO eriagentuur,,,,,,,,,,,,,聯合國專門機構,,,,,,,ajensia de l'ONU,,,,,,,,,,,,,,,,,специјализована агенција Организације уједињених нација,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,axencia especializada de les Naciones Xuníes,,,,,,,,,,,,,,,,,ՄԱԿ-ի մասնագիտացուած գործակալութիւն,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
