qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,jpn-Jpan-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,jpn-Jpan-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,jpn-Jpan-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:392:2:29033,29033,1603:45:16:392:0,1603:45:16:392:1:29,1603:45:16:392:2:29033,Ikoma City,生駒市,JP29033,Nara,奈良県,JP29,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:29034,29034,1603:45:16:392:0,1603:45:16:392:1:29,1603:45:16:392:2:29034,Tawaramoto-cho,田原本町,JP29034,Nara,奈良県,JP29,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:29035,29035,1603:45:16:392:0,1603:45:16:392:1:29,1603:45:16:392:2:29035,Katsuragi City,葛城市,JP29035,Nara,奈良県,JP29,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:29036,29036,1603:45:16:392:0,1603:45:16:392:1:29,1603:45:16:392:2:29036,Nosegawa-mura,野迫川村,JP29036,Nara,奈良県,JP29,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:29037,29037,1603:45:16:392:0,1603:45:16:392:1:29,1603:45:16:392:2:29037,Kashiba City,香芝市,JP29037,Nara,奈良県,JP29,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:29038,29038,1603:45:16:392:0,1603:45:16:392:1:29,1603:45:16:392:2:29038,Takatori-cho,高取町,JP29038,Nara,奈良県,JP29,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:29039,29039,1603:45:16:392:0,1603:45:16:392:1:29,1603:45:16:392:2:29039,Kurotaki-mura,黒滝村,JP29039,Nara,奈良県,JP29,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30001,30001,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30001,Katsuragi-cho,かつらぎ,JP30001,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30002,30002,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30002,Susami-cho,すさみ町,JP30002,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30003,30003,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30003,Minabe-cho,みなべ町,JP30003,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30004,30004,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30004,Kamitonda-cho,上富田町,JP30004,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30005,30005,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30005,Kushimoto-cho,串本町,JP30005,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30006,30006,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30006,Kudoyama-cho,九度山町,JP30006,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30007,30007,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30007,Kitayama-mura,北山村,JP30007,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30008,30008,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30008,Inami-cho,印南町,JP30008,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30009,30009,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30009,Kozagawa-cho,古座川町,JP30009,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30010,30010,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30010,Wakayama City,和歌山市,JP30010,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30011,30011,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30011,Taiji-cho,太地町,JP30011,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30012,30012,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30012,Iwade City,岩出市,JP30012,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30013,30013,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30013,Hirokawa-cho (Nagoya City),広川町,JP30013,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30014,30014,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30014,Gobo City,御坊市,JP30014,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30015,30015,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30015,Shingu City,新宮市,JP30015,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30016,30016,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30016,Hidakagawa-cho,日高川町,JP30016,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30017,30017,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30017,Hidaka-cho,日高町,JP30017,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30018,30018,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30018,Aridagawa-cho,有田川町,JP30018,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30019,30019,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30019,Arida City,有田市,JP30019,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30020,30020,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30020,Hashimoto City,橋本市,JP30020,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30021,30021,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30021,Kainan City,海南市,JP30021,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30022,30022,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30022,Yuzawa-machi,湯浅町,JP30022,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30023,30023,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30023,Tanabe City,田辺市,JP30023,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30024,30024,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30024,Yura-cho,由良町,JP30024,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30025,30025,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30025,Shirahama-cho,白浜町,JP30025,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30026,30026,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30026,Kinokawa City,紀の川市,JP30026,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30027,30027,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30027,Kimino-cho,紀美野町,JP30027,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30028,30028,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30028,Mihama-cho,美浜町,JP30028,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30029,30029,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30029,Nachikatsuura-cho,那智勝浦,JP30029,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:30030,30030,1603:45:16:392:0,1603:45:16:392:1:30,1603:45:16:392:2:30030,Koya-cho,高野町,JP30030,Wakayama,和歌山県,JP30,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31001,31001,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31001,Misasa-cho,三朝町,JP31001,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31002,31002,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31002,Houki-cho,伯耆町,JP31002,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31003,31003,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31003,Kurayoshi City,倉吉市,JP31003,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31004,31004,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31004,Yazu-cho,八頭町,JP31004,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31005,31005,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31005,Hokuei-cho,北栄町,JP31005,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31006,31006,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31006,Nanbu-cho,南部町,JP31006,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31007,31007,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31007,Sakaiminato City,境港市,JP31007,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31008,31008,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31008,Daisen-cho,大山町,JP31008,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31009,31009,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31009,Iwami-cho,岩美町,JP31009,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31010,31010,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31010,Nichinan-cho,日南町,JP31010,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31011,31011,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31011,Hiezu-son,日吉津村,JP31011,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31012,31012,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31012,Hino-machi (Tokyo),日野町,JP31012,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31013,31013,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31013,Chizu-cho,智頭町,JP31013,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31014,31014,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31014,Kofu-cho,江府町,JP31014,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31015,31015,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31015,Yurihama-cho,湯梨浜町,JP31015,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31016,31016,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31016,Kotoura-cho,琴浦町,JP31016,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31017,31017,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31017,Yonago City,米子市,JP31017,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31018,31018,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31018,Wakasa-cho,若桜町,JP31018,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:31019,31019,1603:45:16:392:0,1603:45:16:392:1:31,1603:45:16:392:2:31019,Tottori City,鳥取市,JP31019,Tottori,鳥取県,JP31,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32001,32001,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32001,Izumo City,出雲市,JP32001,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32002,32002,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32002,Yoshika-cho,吉賀町,JP32002,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32003,32003,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32003,Oda City,大田市,JP32003,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32004,32004,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32004,Okuizumo-cho,奥出雲町,JP32004,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32005,32005,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32005,Yasugi City,安来市,JP32005,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32006,32006,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32006,Kawamoto-machi,川本町,JP32006,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32007,32007,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32007,Matsue City,松江市,JP32007,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32008,32008,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32008,Gotsu City,江津市,JP32008,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32009,32009,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32009,Tsuwano-cho,津和野町,JP32009,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32010,32010,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32010,Hamada City,浜田市,JP32010,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32011,32011,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32011,Ama-cho,海士町,JP32011,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32012,32012,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32012,Masuda City,益田市,JP32012,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32013,32013,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32013,Chibu-mura,知夫村,JP32013,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32014,32014,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32014,Misato-cho,美郷町,JP32014,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32015,32015,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32015,Nishinoshima-cho,西ノ島町,JP32015,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32016,32016,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32016,Onan-cho,邑南町,JP32016,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32017,32017,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32017,Okinoshima-cho,隠岐の島,JP32017,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32018,32018,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32018,Unnan City,雲南市,JP32018,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:32019,32019,1603:45:16:392:0,1603:45:16:392:1:32,1603:45:16:392:2:32019,Iinan-cho,飯南町,JP32019,Shimane,島根県,JP32,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33001,33001,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33001,Naka-ku,中区,JP33001,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33002,33002,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33002,Kumenan-cho,久米南町,JP33002,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33003,33003,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33003,Ibara City,井原市,JP33003,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33004,33004,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33004,Kurashiki City,倉敷市,JP33004,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33005,33005,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33005,Bizen City,備前市,JP33005,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33006,33006,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33006,Shou-cho,勝央町,JP33006,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33007,33007,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33007,Kita-ku,北区,JP33007,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33008,33008,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33008,Minami-ku,南区,JP33008,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33009,33009,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33009,Kibichuo-cho,吉備中央,JP33009,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33010,33010,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33010,Wake-cho,和気町,JP33010,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33011,33011,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33011,Nagi-cho,奈義町,JP33011,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33012,33012,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33012,Shinjo-son,新庄村,JP33012,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33013,33013,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33013,Niimi City,新見市,JP33013,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33014,33014,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33014,Hayashima-cho,早島町,JP33014,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33015,33015,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33015,Higashi-ku,東区,JP33015,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33016,33016,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33016,Tsuyama City,津山市,JP33016,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33017,33017,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33017,Asakuchi City,浅口市,JP33017,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33018,33018,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33018,Setouchi City,瀬戸内市,JP33018,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33019,33019,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33019,Tamano City,玉野市,JP33019,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33020,33020,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33020,Maniwa City,真庭市,JP33020,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33021,33021,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33021,Yakage-cho,矢掛町,JP33021,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33022,33022,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33022,Kasaoka City,笠岡市,JP33022,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33023,33023,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33023,Soja City,総社市,JP33023,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33024,33024,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33024,Mimasaka City,美作市,JP33024,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33025,33025,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33025,Misaki-cho,美咲町,JP33025,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33026,33026,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33026,Nishiawakura-son,西粟倉村,JP33026,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33027,33027,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33027,Akaiwa City,赤磐市,JP33027,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33028,33028,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33028,Satosho-cho,里庄町,JP33028,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33029,33029,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33029,Kagamino-cho,鏡野町,JP33029,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:33030,33030,1603:45:16:392:0,1603:45:16:392:1:33,1603:45:16:392:2:33030,Takahashi City,高梁市,JP33030,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34001,34001,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34001,Mihara City,三原市,JP34001,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34002,34002,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34002,Miyoshi City,三次市,JP34002,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34003,34003,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34003,Sera-cho,世羅町,JP34003,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34004,34004,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34004,Naka-ku,中区,JP34004,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34005,34005,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34005,Saeki-ku,佐伯区,JP34005,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34006,34006,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34006,Kitahiroshima-cho,北広島町,JP34006,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34007,34007,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34007,Minami-ku,南区,JP34007,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34008,34008,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34008,Kure City,呉市,JP34008,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34009,34009,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34009,Saka-cho,坂町,JP34009,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34010,34010,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34010,Osakikamijima-cho,大崎上島,JP34010,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34011,34011,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34011,Otake City,大竹市,JP34011,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34012,34012,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34012,Asakita-ku,安佐北区,JP34012,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34013,34013,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34013,Asaminami-ku,安佐南区,JP34013,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34014,34014,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34014,Aki-ku,安芸区,JP34014,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34015,34015,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34015,Akiota-cho,安芸太田,JP34015,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
