id,iso_3,adm0_name,adm0_name1,src_lvl,src_date,src_update,src_name,src_name1,src_lic,src_url,e_gpkg,e_shp,e_xlsx,o_gpkg,o_shp,o_xlsx
uzb,UZB,Uzbekistan,Uzbekistan,2,2018-07-12,2021-09-29,OCHA ,OCHA ROCCA (Closed),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-uzb,https://data.fieldmaps.io/cod/extended/uzb.gpkg.zip,https://data.fieldmaps.io/cod/extended/uzb.shp.zip,https://data.fieldmaps.io/cod/extended/uzb.xlsx,https://data.fieldmaps.io/cod/originals/uzb.gpkg.zip,https://data.fieldmaps.io/cod/originals/uzb.shp.zip,https://data.fieldmaps.io/cod/originals/uzb.xlsx
vct,VCT,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,1,2017-09-21,2021-04-14,www.gadm.org,OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-vct,https://data.fieldmaps.io/cod/extended/vct.gpkg.zip,https://data.fieldmaps.io/cod/extended/vct.shp.zip,https://data.fieldmaps.io/cod/extended/vct.xlsx,https://data.fieldmaps.io/cod/originals/vct.gpkg.zip,https://data.fieldmaps.io/cod/originals/vct.shp.zip,https://data.fieldmaps.io/cod/originals/vct.xlsx
ven_1,VEN,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),3,2018-05-02,2021-02-27,Instituto Nacional de Estadística,OCHA Venezuela,Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-ven,https://data.fieldmaps.io/cod/extended/ven_1.gpkg.zip,https://data.fieldmaps.io/cod/extended/ven_1.shp.zip,https://data.fieldmaps.io/cod/extended/ven_1.xlsx,https://data.fieldmaps.io/cod/originals/ven.gpkg.zip,https://data.fieldmaps.io/cod/originals/ven.shp.zip,https://data.fieldmaps.io/cod/originals/ven.xlsx
vgb,VGB,British Virgin Islands (UK),British Virgin Islands,1,2017-09-09,2020-04-01,www.gadm.org,OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-vgb,https://data.fieldmaps.io/cod/extended/vgb.gpkg.zip,https://data.fieldmaps.io/cod/extended/vgb.shp.zip,https://data.fieldmaps.io/cod/extended/vgb.xlsx,https://data.fieldmaps.io/cod/originals/vgb.gpkg.zip,https://data.fieldmaps.io/cod/originals/vgb.shp.zip,https://data.fieldmaps.io/cod/originals/vgb.xlsx
vir,VIR,United States Virgin Islands (USA),United States Virgin Islands,2,2017-09-09,2019-11-04,GADM,OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-vir,https://data.fieldmaps.io/cod/extended/vir.gpkg.zip,https://data.fieldmaps.io/cod/extended/vir.shp.zip,https://data.fieldmaps.io/cod/extended/vir.xlsx,https://data.fieldmaps.io/cod/originals/vir.gpkg.zip,https://data.fieldmaps.io/cod/originals/vir.shp.zip,https://data.fieldmaps.io/cod/originals/vir.xlsx
vnm,VNM,Viet Nam,Viet Nam,2,2020-01-08,2020-10-27,Government of Viet Nam,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-vnm,https://data.fieldmaps.io/cod/extended/vnm.gpkg.zip,https://data.fieldmaps.io/cod/extended/vnm.shp.zip,https://data.fieldmaps.io/cod/extended/vnm.xlsx,https://data.fieldmaps.io/cod/originals/vnm.gpkg.zip,https://data.fieldmaps.io/cod/originals/vnm.shp.zip,https://data.fieldmaps.io/cod/originals/vnm.xlsx
vut,VUT,Vanuatu,Vanuatu,2,2018-09-12,2021-09-30,"PopGIS2: Secretarial of the Pacific Community (SPC), Statistics for Development Division (http://vanuatu.popgis.spc.int/#l=en;v=map4)",OCHA Office of the Pacific Islands,Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-vut,https://data.fieldmaps.io/cod/extended/vut.gpkg.zip,https://data.fieldmaps.io/cod/extended/vut.shp.zip,https://data.fieldmaps.io/cod/extended/vut.xlsx,https://data.fieldmaps.io/cod/originals/vut.gpkg.zip,https://data.fieldmaps.io/cod/originals/vut.shp.zip,https://data.fieldmaps.io/cod/originals/vut.xlsx
yem,YEM,Yemen,Yemen,3,2019-02-01,2021-02-11,Central Statistical Organization (CSO),OCHA Yemen,Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-yem,https://data.fieldmaps.io/cod/extended/yem.gpkg.zip,https://data.fieldmaps.io/cod/extended/yem.shp.zip,https://data.fieldmaps.io/cod/extended/yem.xlsx,https://data.fieldmaps.io/cod/originals/yem.gpkg.zip,https://data.fieldmaps.io/cod/originals/yem.shp.zip,https://data.fieldmaps.io/cod/originals/yem.xlsx
zaf,ZAF,South Africa,South Africa,4,2018-12-27,2020-11-12,South African Municipal Demarcation Board,OCHA Regional Office for Southern and Eastern Africa (ROSEA),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-zaf,https://data.fieldmaps.io/cod/extended/zaf.gpkg.zip,https://data.fieldmaps.io/cod/extended/zaf.shp.zip,https://data.fieldmaps.io/cod/extended/zaf.xlsx,https://data.fieldmaps.io/cod/originals/zaf.gpkg.zip,https://data.fieldmaps.io/cod/originals/zaf.shp.zip,https://data.fieldmaps.io/cod/originals/zaf.xlsx
zmb,ZMB,Zambia,Zambia,2,2020-11-26,2020-11-26,Disaster Management and Mitigation Unit (DMMU) Zambia,OCHA Regional Office for Southern and Eastern Africa (ROSEA),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-zmb,https://data.fieldmaps.io/cod/extended/zmb.gpkg.zip,https://data.fieldmaps.io/cod/extended/zmb.shp.zip,https://data.fieldmaps.io/cod/extended/zmb.xlsx,https://data.fieldmaps.io/cod/originals/zmb.gpkg.zip,https://data.fieldmaps.io/cod/originals/zmb.shp.zip,https://data.fieldmaps.io/cod/originals/zmb.xlsx
zwe,ZWE,Zimbabwe,Zimbabwe,3,2018-08-31,2020-11-26,Zimbabwe National Statistics Agency (ZIMSTAT  www.zimstat.co.zw) Central Statistics Office,OCHA Regional Office for Southern and Eastern Africa (ROSEA),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-zwe,https://data.fieldmaps.io/cod/extended/zwe.gpkg.zip,https://data.fieldmaps.io/cod/extended/zwe.shp.zip,https://data.fieldmaps.io/cod/extended/zwe.xlsx,https://data.fieldmaps.io/cod/originals/zwe.gpkg.zip,https://data.fieldmaps.io/cod/originals/zwe.shp.zip,https://data.fieldmaps.io/cod/originals/zwe.xlsx
