#adm2+name+i_eng+is_latn,#adm2+name+i_ara+is_arab,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_ara+is_arab,#adm2+name+alt2+i_ara+is_arab,#adm1+name+i_eng+is_latn,#adm1+name+i_ara+is_arab,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_ara+is_arab,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Hassi Lefhal,,DZ020010,,,,,,Ghardaia,غرداية,DZ020,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Metlili,,DZ020011,,,,,,Ghardaia,غرداية,DZ020,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sebseb,,DZ020012,,,,,,Ghardaia,غرداية,DZ020,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zelfana,,DZ020013,,,,,,Ghardaia,غرداية,DZ020,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Ben Beida,,DZ021001,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Larbi,,DZ021002,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Makhlouf,,DZ021003,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Reggada,,DZ021004,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Sandel,,DZ021005,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Belkheir,,DZ021006,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bendjerrah,,DZ021007,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Mezline,,DZ021008,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bordj Sabath,,DZ021009,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouati Mahmoud,,DZ021010,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouchegouf,,DZ021011,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouhachana,,DZ021012,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouhamdane,,DZ021013,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boumahra Ahmed,,DZ021014,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Dahouara,,DZ021015,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djeballah Khemissi,,DZ021016,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Fedjoudj,,DZ021017,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Guelaat Bousbaa,,DZ021018,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Guelma,,DZ021019,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hammam Debagh,,DZ021020,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hammam N'Bail,,DZ021021,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Heliopolis,,DZ021022,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Houari Boumediene,,DZ021023,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Khezara,,DZ021024,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Medjez Amar,,DZ021025,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Medjez Sfa,,DZ021026,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Nechmaya,,DZ021027,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Cheham,,DZ021028,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Fragha,,DZ021029,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Zenati,,DZ021030,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ras El Agba,,DZ021031,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Roknia,,DZ021032,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Seliaoua Announa,,DZ021033,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tamlouka,,DZ021034,,,,,,Guelma,قالمة,DZ021,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bordj El Haoues,,DZ022001,,,,,,Illizi,اليزي,DZ022,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bordj Omar Driss,,DZ022002,,,,,,Illizi,اليزي,DZ022,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Debdeb,,DZ022003,,,,,,Illizi,اليزي,DZ022,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djanet,,DZ022004,,,,,,Illizi,اليزي,DZ022,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Illizi,,DZ022005,,,,,,Illizi,اليزي,DZ022,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
In Amenas,,DZ022006,,,,,,Illizi,اليزي,DZ022,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bordj Taher,,DZ023001,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boudria Beni Yadjis,,DZ023002,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouraoui Belhadef,,DZ023003,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boussif Ouled Akseur,,DZ023004,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chahna,,DZ023005,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chebbala Milat,,DZ023006,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chekfa,,DZ023007,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djemaa Beni Habibi,,DZ023008,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djmila,,DZ023009,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Ancer,,DZ023010,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Aouana,,DZ023011,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Kennar Nouchfi,,DZ023012,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Milia,,DZ023013,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Emir Abdelkader,,DZ023014,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Erraguene,,DZ023015,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Jijel,,DZ023016,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kaous,,DZ023017,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kimir Oued Adjoul,,DZ023018,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oudjana,,DZ023019,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Rabah,,DZ023020,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Yahia Khadrouche,,DZ023021,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Selma Ben Ziada,,DZ023022,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Settara,,DZ023023,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Abdelaziz,,DZ023024,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Maarouf,,DZ023025,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taher,,DZ023026,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Texenna,,DZ023027,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ziama Mansouria,,DZ023028,,,,,,Jijel,جيجل,DZ023,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Touila,,DZ024001,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Babar,,DZ024002,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Baghai,,DZ024003,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouhmama,,DZ024004,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chelia,,DZ024005,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Cherchar,,DZ024006,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djellal,,DZ024007,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hamma,,DZ024008,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Mahmal,,DZ024009,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Oueldja,,DZ024010,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ensigha,,DZ024011,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kais,,DZ024012,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Khenchela,,DZ024013,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Khirane,,DZ024014,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
M'Sara,,DZ024015,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
M'Toussa,,DZ024016,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Rechache,,DZ024017,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Remila,,DZ024018,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tamza,,DZ024019,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taouzianat,,DZ024020,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Yabous,,DZ024021,,,,,,Khenchela,خنشلة,DZ024,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Aflou,,DZ025001,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Madhi,,DZ025002,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Sidi Ali,,DZ025003,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beidha,,DZ025004,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Brida,,DZ025005,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Assafia,,DZ025006,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Ghicha,,DZ025007,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Haouaita,,DZ025008,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Gueltat Sidi Saad,,DZ025009,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hadj Mechri,,DZ025010,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassi Dhelaa,,DZ025011,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassi R'Mel,,DZ025012,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kheneg,,DZ025013,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ksar El Hirane,,DZ025014,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Laghouat,,DZ025015,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mekhareg,,DZ025016,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Morra,,DZ025017,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued M'Zi,,DZ025018,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sebgag,,DZ025019,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Bouzid,,DZ025020,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Makhlouf,,DZ025021,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tadjemout,,DZ025022,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tadjrouna,,DZ025023,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taouila,,DZ025024,,,,,,Laghouat,الأغواط,DZ025,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Fares,,DZ026001,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Fekan,,DZ026002,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Ferah,,DZ026003,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Frass,,DZ026004,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Alaimia,,DZ026005,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Aouf,,DZ026006,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Benian,,DZ026007,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouhanifia,,DZ026008,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouhenni,,DZ026009,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chorfa,,DZ026010,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Bordj,,DZ026011,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Gaada,,DZ026012,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Ghomri,,DZ026013,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Gueitna,,DZ026014,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hachem,,DZ026015,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Keurt,,DZ026016,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Mamounia,,DZ026017,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Menaouer,,DZ026018,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ferraguig,,DZ026019,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Froha,,DZ026020,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Gharrous,,DZ026021,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ghriss,,DZ026022,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Guerdjoum,,DZ026023,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hacine,,DZ026024,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Khalouia,,DZ026025,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Makda,,DZ026026,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Maoussa,,DZ026027,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mascara,,DZ026028,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Matmore,,DZ026029,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Moctadouz,,DZ026030,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mohammadia,,DZ026031,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Nesmoth,,DZ026032,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oggaz,,DZ026033,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued El Abtal,,DZ026034,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Taghia,,DZ026035,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ras El Ain Amirouche,,DZ026036,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sedjerara,,DZ026037,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sehailia,,DZ026038,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Abdeldjabar,,DZ026039,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Abdelmoumene,,DZ026040,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Boussaid,,DZ026041,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Kada,,DZ026042,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sig,,DZ026043,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tighennif,,DZ026044,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tizi,,DZ026045,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zahana,,DZ026046,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zelmata,,DZ026047,,,,,,Mascara,معسكر,DZ026,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Boucif,,DZ027001,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Ouksir,,DZ027002,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Aissaouia,,DZ027003,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Aziz,,DZ027004,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Baata,,DZ027005,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ben Chicao,,DZ027006,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Slimane,,DZ027007,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Berrouaghia,,DZ027008,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bir Ben Abed,,DZ027009,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boghar,,DZ027010,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouaiche,,DZ027011,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouaichoune,,DZ027012,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouchrahil,,DZ027013,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boughzoul,,DZ027014,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouskene,,DZ027015,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chahbounia,,DZ027016,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chellalat El Adhaoura,,DZ027017,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Cheniguel,,DZ027018,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Derrag,,DZ027019,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Deux Bassins,,DZ027020,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djouab,,DZ027021,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Draa Essmar,,DZ027022,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Aouinet,,DZ027023,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Azizia,,DZ027024,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Guelbelkebir,,DZ027025,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hamdania,,DZ027026,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Omaria,,DZ027027,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hannacha,,DZ027028,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kef Lakhdar,,DZ027029,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Khams Djouamaa,,DZ027030,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ksar El Boukhari,,DZ027031,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Maghraoua,,DZ027032,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Medea,,DZ027033,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mezrenna,,DZ027034,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
M'Fatha,,DZ027035,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mihoub,,DZ027036,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Moudjebeur,,DZ027037,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouamri,,DZ027038,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Harbil,,DZ027039,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Antar,,DZ027040,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Bouachra,,DZ027041,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Brahim,,DZ027042,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Deide,,DZ027043,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Hellal,,DZ027044,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Maaref,,DZ027045,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oum El Djalil,,DZ027046,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouzera,,DZ027047,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Rebaia,,DZ027048,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Saneg,,DZ027049,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sedraia,,DZ027050,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Seghouane,,DZ027051,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Si Mahdjoub,,DZ027052,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
