#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+code+v_pcode,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5001,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm1+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000,#meta+rem+i_qcc+is_zxxx+ix_ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:324:3:800203,800203,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8002,1603:45:16:324:3:800203,Gueckedou Ctre,GN00800203,Gueckedou Ctre,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800204,800204,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8002,1603:45:16:324:3:800204,Guendembou,GN00800204,Guendembou,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800205,800205,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8002,1603:45:16:324:3:800205,Kassadou,GN00800205,Kassadou,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800206,800206,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8002,1603:45:16:324:3:800206,Koundou,GN00800206,Koundou,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800207,800207,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8002,1603:45:16:324:3:800207,Nongoa,GN00800207,Nongoa,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800208,800208,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8002,1603:45:16:324:3:800208,Ouende Kenema,GN00800208,Ouende Kenema,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800209,800209,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8002,1603:45:16:324:3:800209,Tekoulo,GN00800209,Tekoulo,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800210,800210,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8002,1603:45:16:324:3:800210,Termassadou,GN00800210,Termassadou,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800301,800301,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8003,1603:45:16:324:3:800301,Bossou,GN00800301,Bossou,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800302,800302,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8003,1603:45:16:324:3:800302,Foumbadou,GN00800302,Foumbadou,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800303,800303,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8003,1603:45:16:324:3:800303,Gama Berema,GN00800303,Gama Berema,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800304,800304,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8003,1603:45:16:324:3:800304,Gueasso,GN00800304,Gueasso,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800305,800305,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8003,1603:45:16:324:3:800305,Kokota,GN00800305,Kokota,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800306,800306,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8003,1603:45:16:324:3:800306,Laine,GN00800306,Laine,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800307,800307,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8003,1603:45:16:324:3:800307,Lola Ctre,GN00800307,Lola Ctre,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800308,800308,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8003,1603:45:16:324:3:800308,Nzoo,GN00800308,Nzoo,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800309,800309,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8003,1603:45:16:324:3:800309,Tounkarata,GN00800309,Tounkarata,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800401,800401,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8004,1603:45:16:324:3:800401,Balizia,GN00800401,Balizia,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800402,800402,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8004,1603:45:16:324:3:800402,Binikala,GN00800402,Binikala,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800403,800403,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8004,1603:45:16:324:3:800403,Bofossou,GN00800403,Bofossou,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800404,800404,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8004,1603:45:16:324:3:800404,Daro,GN00800404,Daro,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800405,800405,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8004,1603:45:16:324:3:800405,Fassankoni,GN00800405,Fassankoni,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800406,800406,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8004,1603:45:16:324:3:800406,Kouankan,GN00800406,Kouankan,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800407,800407,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8004,1603:45:16:324:3:800407,Koyamah,GN00800407,Koyamah,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800408,800408,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8004,1603:45:16:324:3:800408,Macenta Ctre,GN00800408,Macenta Ctre,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800409,800409,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8004,1603:45:16:324:3:800409,Nzebela,GN00800409,Nzebela,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800410,800410,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8004,1603:45:16:324:3:800410,Ouremai,GN00800410,Ouremai,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800411,800411,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8004,1603:45:16:324:3:800411,Panziazou,GN00800411,Panziazou,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800412,800412,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8004,1603:45:16:324:3:800412,Sengbedou,GN00800412,Sengbedou,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800413,800413,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8004,1603:45:16:324:3:800413,Seredou,GN00800413,Seredou,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800414,800414,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8004,1603:45:16:324:3:800414,Vasseredou,GN00800414,Vasseredou,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800415,800415,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8004,1603:45:16:324:3:800415,Watanka,GN00800415,Watanka,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800501,800501,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8005,1603:45:16:324:3:800501,Bounouma,GN00800501,Bounouma,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800502,800502,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8005,1603:45:16:324:3:800502,Gouecke,GN00800502,Gouecke,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800503,800503,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8005,1603:45:16:324:3:800503,Kobela,GN00800503,Kobela,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800504,800504,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8005,1603:45:16:324:3:800504,Koropara,GN00800504,Koropara,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800505,800505,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8005,1603:45:16:324:3:800505,Koule,GN00800505,Koule,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800506,800506,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8005,1603:45:16:324:3:800506,Nzerekore Ctre,GN00800506,Nzerekore Ctre,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800507,800507,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8005,1603:45:16:324:3:800507,Pale,GN00800507,Pale,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800508,800508,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8005,1603:45:16:324:3:800508,Samoe,GN00800508,Samoe,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800509,800509,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8005,1603:45:16:324:3:800509,Soulouta,GN00800509,Soulouta,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800510,800510,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8005,1603:45:16:324:3:800510,Womey,GN00800510,Womey,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800511,800511,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8005,1603:45:16:324:3:800511,Yalenzou,GN00800511,Yalenzou,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800601,800601,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8006,1603:45:16:324:3:800601,Banie,GN00800601,Banie,,,Yomou,GN008006,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800602,800602,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8006,1603:45:16:324:3:800602,Bheeta,GN00800602,Bheeta,,,Yomou,GN008006,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800603,800603,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8006,1603:45:16:324:3:800603,Bignamou,GN00800603,Bignamou,,,Yomou,GN008006,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800604,800604,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8006,1603:45:16:324:3:800604,Bowe,GN00800604,Bowe,,,Yomou,GN008006,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800605,800605,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8006,1603:45:16:324:3:800605,Diecke,GN00800605,Diecke,,,Yomou,GN008006,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800606,800606,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8006,1603:45:16:324:3:800606,Pela,GN00800606,Pela,,,Yomou,GN008006,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800607,800607,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8006,1603:45:16:324:3:800607,Yomou Ctre,GN00800607,Yomou Ctre,,,Yomou,GN008006,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
